product_id,product_reorder_rate
1,0.6133909287257019
2,0.13333333333333333
3,0.7328519855595668
4,0.44680851063829785
5,0.6
6,0.375
7,0.4
8,0.503030303030303
9,0.5256410256410257
10,0.5069984447900466
11,0.5673076923076923
12,0.5121951219512195
13,0.3333333333333333
14,0.11764705882352941
15,0.25
16,0.10526315789473684
17,0.1111111111111111
18,0.5985401459854015
19,0.0
20,0.16666666666666666
21,0.2
22,0.4418604651162791
23,0.448501872659176
24,0.46153846153846156
25,0.6421975992613111
26,0.7395209580838323
27,0.41847826086956524
28,0.5226628895184136
29,0.37155963302752293
30,0.4567901234567901
31,0.16666666666666666
32,0.6758747697974218
33,0.4375
34,0.6009791921664627
35,0.33440514469453375
36,0.27906976744186046
37,0.4187256176853056
38,0.058823529411764705
39,0.2222222222222222
40,0.569620253164557
41,0.6530612244897959
42,0.07692307692307693
43,0.15384615384615385
44,0.5805626598465473
45,0.6554608157280183
46,0.7682119205298014
47,0.5345345345345346
48,0.0
49,0.574523396880416
50,0.3797909407665505
51,0.14285714285714285
52,0.6071428571428571
53,0.45695364238410596
54,0.5689497716894977
55,0.15
56,0.26666666666666666
57,0.03184713375796178
58,0.43478260869565216
59,0.35714285714285715
60,0.2549019607843137
61,0.23529411764705882
62,0.2962962962962963
63,0.4738706820194863
64,0.4
65,0.29936305732484075
66,0.5296610169491526
67,0.1951219512195122
68,0.3709677419354839
69,0.2631578947368421
70,0.0967741935483871
71,0.21621621621621623
72,0.15384615384615385
73,0.27586206896551724
74,0.36666666666666664
75,0.24509803921568626
76,0.0
77,0.6342281879194631
78,0.2727272727272727
79,0.5344490934449093
80,0.0
81,0.5813953488372093
82,0.2857142857142857
83,0.49158249158249157
84,0.21774193548387097
85,0.0
86,0.49230769230769234
87,0.3668005354752343
88,0.3333333333333333
89,0.29411764705882354
90,0.5106382978723404
91,0.4
92,0.0
93,0.6310363537710255
94,0.6837315130830489
95,0.1478292070326516
96,0.10101010101010101
97,0.27380952380952384
98,0.48717948717948717
99,0.5804953560371517
100,0.5606407322654462
101,0.6666666666666666
102,0.1891891891891892
103,0.375
104,0.35
105,0.0
106,0.5642570281124498
107,0.55
108,0.6413793103448275
109,0.5686274509803921
110,0.35714285714285715
111,0.34408602150537637
112,0.20634920634920634
113,0.3113207547169811
114,0.11428571428571428
115,0.5850515463917526
116,0.6958017894012388
117,0.827007700770077
118,0.48148148148148145
119,0.3
120,0.14285714285714285
121,0.4800332778702163
122,0.05555555555555555
123,0.06619385342789598
124,0.6506024096385542
125,0.03571428571428571
126,0.5201793721973094
127,0.33407572383073497
128,0.5442238267148014
129,0.47985347985347987
130,0.6200828157349897
131,0.6507936507936508
132,0.6
133,0.0
134,0.08108108108108109
135,0.16666666666666666
136,0.5238095238095238
137,0.6201298701298701
138,0.3673469387755102
139,0.3333333333333333
140,0.09090909090909091
141,0.6455070074196207
142,0.3181818181818182
143,0.17391304347826086
144,0.20512820512820512
145,0.33783783783783783
146,0.49504950495049505
147,0.14285714285714285
148,0.5665918825209055
149,0.4897260273972603
150,0.3640776699029126
